0,0,15,-250
5,0,15,-250
10,0,15,-250
15,0,15,-250
20,0,15,-250
25,0,15,-250
30,0,15,-250
35,0,15,-250
40,0,15,-250
45,0,15,-250
50,0,15,-250
55,0,15,-250
60,0,15,-250
65,0,15,-250
70,0,15,-250
75,0,15,-250
80,0,15,-250
85,0,15,-250
90,0,15,-250
95,0,15,-250
100,0,15,-250
105,0,15,-250
110,0,15,-250
115,0,15,-250
120,0,15,-250
125,0,15,-250
130,0,15,-250
135,0,15,-250
140,0,15,-250
145,0,15,-250
150,0,15,-250
155,0,15,-250
160,0,15,-250
165,0,15,-250
170,0,15,-250
175,0,15,-250
180,0,15,-250
185,0,15,-250
190,0,15,-250
195,0,15,-250
200,0,15,-250
205,0,15,-250
210,0,15,-250
215,0,15,-250
220,0,15,-250
225,0,15,-250
230,0,15,-250
235,0,15,-250
240,0,15,-250
245,0,15,-250
250,0,15,-250
255,0,15,-250
260,0,15,-250
265,0,15,-250
270,0,15,-250
275,0,15,-250
280,0,15,-250
285,0,15,-250
290,0,15,-250
295,0,15,-250
300,0,15,-250
305,0,15,-250
310,0,15,-250
315,0,15,-250
320,0,15,-250
325,0,15,-250
330,0,15,-250
335,0,15,-250
340,0,15,-250
345,0,15,-250
350,0,15,-250
355,0,15,-250
360,0,15,-250
365,0,15,-250
370,0,15,-250
375,0,15,-250
380,0,15,-250
385,0,15,-250
390,0,15,-250
395,0,15,-250
400,0,15,-250
405,0,15,-250
410,0,15,-250
415,0,15,-250
420,0,15,-250
425,0,15,-250
430,0,15,-250
435,0,15,-250
440,0,15,-250
445,0,15,-250
450,0,15,-250
455,0,15,-250
460,0,15,-250
465,0,15,-250
0,5,15,-250
5,5,15,-250
10,5,15,-250
15,5,15,-250
20,5,15,-250
25,5,15,-250
30,5,15,-250
35,5,15,-250
40,5,15,-250
45,5,15,-250
50,5,15,-250
55,5,15,-250
60,5,15,-250
65,5,15,-250
70,5,15,-250
75,5,15,-250
80,5,15,-250
85,5,15,-250
90,5,15,-250
95,5,15,-250
100,5,15,-250
105,5,15,-250
110,5,15,-250
115,5,15,-250
120,5,15,-250
125,5,15,-250
130,5,15,-250
135,5,15,-250
140,5,15,-250
145,5,15,-250
150,5,15,-250
155,5,15,-250
160,5,15,-250
165,5,15,-250
170,5,15,-250
175,5,15,-250
180,5,15,-250
185,5,15,-250
190,5,15,-250
195,5,15,-250
200,5,15,-250
205,5,15,-250
210,5,15,-250
215,5,15,-250
220,5,15,-250
225,5,15,-250
230,5,15,-250
235,5,15,-250
240,5,15,-250
245,5,15,-250
250,5,15,-250
255,5,15,-250
260,5,15,-250
265,5,15,-250
270,5,15,-250
275,5,15,-250
280,5,15,-250
285,5,15,-250
290,5,15,-250
